date,PG,ULVR,ratio,ins_ratio,long_mean,long_std,z_score,action,capital,holding1,holding2
2019-05-06,105.68,46.03,2.295893982185531,2.2906044747104244,2.368330188492722,0.05352411761102049,-1.4521624503398487,-2,1.0445643985280875,0.0028339316077838654,-0.006540222367560497
2019-05-07,104.7,45.93,2.2795558458523844,2.2892746347558344,2.367330806993869,0.05461977929090782,-1.4290825274540813,-2,1.0424411677892154,0.0028339316077838654,-0.006540222367560497
2019-05-08,105.07,46.29,2.2698206956146034,2.2899774347858823,2.3662161196218054,0.05592237956292304,-1.363294720857514,-2,1.0411352424317735,0.0028339316077838654,-0.006540222367560497
2019-05-09,104.24,46.11,2.2606809802645844,2.282107094179032,2.3650280879545367,0.05740004365784311,-1.44461551753845,-2,1.0399603192234739,0.0028339316077838654,-0.006540222367560497
2019-05-10,106.01,46.095,2.2998155982210653,2.281153420427634,2.3645366133866883,0.05783569749665431,-1.441725380140493,-2,1.0450744815047648,0.0028339316077838654,-0.006540222367560497
2019-05-13,106.11,46.495,2.2821808796644802,2.2784107999234235,2.3639657387014115,0.05848396803091938,-1.4628784889006954,-2,1.042741785718519,0.0028339316077838654,-0.006540222367560497
2019-05-14,105.6,46.405,2.275616851632367,2.2776230010794203,2.363263989280316,0.059295235880517,-1.4443148244399695,-2,1.0418851006116296,0.0028339316077838654,-0.006540222367560497
2019-05-15,106.7,46.9,2.275053304904051,2.2786695229373097,2.3615878166357493,0.060351985194030226,-1.3739116191763905,-2,1.0417650153082496,0.0028339316077838654,-0.006540222367560497
2019-05-16,108.11,47.75,2.264083769633508,2.2793500808110947,2.36026053794582,0.0616140891092526,-1.313181097123046,-2,1.0402016698627983,0.0028339316077838654,-0.006540222367560497
2019-05-17,107.45,47.965,2.2401751276972792,2.267421986706337,2.358517950924772,0.0635101199786023,-1.4343535211258684,-2,1.0369251271926354,0.0028339316077838654,-0.006540222367560497
2019-05-20,107.33,47.875,2.2418798955613575,2.2593617898857126,2.3560059253177794,0.06510001704823397,-1.4845485425980944,-2,1.0371736754127818,0.0028339316077838654,-0.006540222367560497
2019-05-21,106.37,47.51,2.2388970743001475,2.2520178344192687,2.3533954585361467,0.06661126387891513,-1.5219291485169926,-1,1.036840282233469,0.0028339316077838654,-0.006540222367560497
2019-05-22,106.72,48.57,2.197241095326333,2.236455392503725,2.3496024117766066,0.06891477155930088,-1.6418398655724928,-1,1.0308995225865791,0.0028339316077838654,-0.006540222367560497
2019-05-23,106.76,48.39,2.2062409588758007,2.2248868303521836,2.345036584895951,0.06919071295090617,-1.736501177969058,-1,1.0321901198770513,0.0028339316077838654,-0.006540222367560497
2019-05-24,106.69,48.835,2.1847035937340022,2.2137925235595284,2.3404677725360283,0.07058576742505651,-1.7946287700420016,-1,1.029081345710942,0.0028339316077838654,-0.006540222367560497
2019-05-28,104.46,48.595,2.1496038687107726,2.195337318189411,2.3351027721555577,0.07266013930332954,-1.9235505919232672,-1,1.0243313315937985,0.0028339316077838654,-0.006540222367560497
2019-05-29,104.19,48.4,2.152685950413223,2.1780950934120265,2.3297798878728457,0.07414017363314251,-2.045919061524997,2,1.0247191506020104,0.0,0.0
2019-05-30,105.33,48.87,2.1553100061387354,2.169708875574507,2.325149235120646,0.07622192282421862,-2.0393130189671593,2,1.0247191506020104,0.0,0.0
