date,C,WFC,ratio,ins_ratio,long_mean,long_std,z_score,action,capital,holding1,holding2
2016-08-23,46.59,48.41,0.9624044618880399,0.9591511531407344,0.9151578189268359,0.024473403274088305,1.797597731757941,1,0.9495732894802601,-0.006429489927132448,0.006169031462060456
2016-08-24,46.66,48.63,0.9594900267324695,0.9591956304065864,0.9158463488150689,0.02513208427550491,1.7248581978442623,1,0.9504804121070142,-0.006429489927132448,0.006169031462060456
2016-08-25,46.72,48.38,0.965688300950806,0.9606992497972421,0.9166012845498698,0.02593833563845911,1.700107742533321,1,0.9485523848458711,-0.006429489927132448,0.006169031462060456
2016-08-26,47.11,48.51,0.9711399711399712,0.9636425574887513,0.9174703134173334,0.026876506141305677,1.717940711067989,1,0.9468468578643573,-0.006429489927132448,0.006169031462060456
2016-08-29,47.26,49.56,0.953591606133979,0.9624628733690532,0.9182907832027704,0.02721882923352517,1.6228504829251265,1,0.9523599174104509,-0.006429489927132448,0.006169031462060456
2016-08-30,47.9,50.62,0.9462662979059661,0.9592352405726384,0.9189631887554448,0.02740577980145619,1.4694729399764712,-2,0.9547842172068701,-0.006429489927132448,0.006169031462060456
2016-08-31,47.74,50.8,0.9397637795275592,0.9552899911316564,0.9195274501429027,0.027480857715858047,1.3013618919221936,-2,0.9569233612583822,-0.006429489927132448,0.006169031462060456
2016-09-01,47.36,50.43,0.9391235375768392,0.9499770384568629,0.91999284243585,0.027573728507591315,1.0874189906075973,-2,0.9570840257897302,-0.006429489927132448,0.006169031462060456
2016-09-02,47.51,50.55,0.9398615232443126,0.9437213488777312,0.9203912942240149,0.027686884089268924,0.8426392286865794,0,0.9567364241547385,0.0,0.0
2016-09-06,47.29,49.99,0.9459891978395678,0.942200867218849,0.9210219375227201,0.02783389133314429,0.7609043752681917,0,0.9567364241547385,0.0,0.0
