date,WMT,TGT,ratio,ins_ratio,long_mean,long_std,z_score,action,capital,holding1,holding2
2018-09-06,96.45,88.88,1.0851710171017102,1.0887943542769072,1.1098864221214668,0.024219272667335652,-0.8708794906548266,0,0.9632542446176533,0.0,0.0
2018-09-07,95.83,88.74,1.0798963263466306,1.0846384689334743,1.1099213514946114,0.024173682037016277,-1.0458846328177203,-2,0.9632542446176533,0.0,0.0
2018-09-10,96.9,89.26,1.0855926506833968,1.0826484276415822,1.1099298692546415,0.024164869663349256,-1.1289711880563948,-2,0.9632542446176533,0.0,0.0
2018-09-11,96.64,88.8,1.0882882882882883,1.0858934939557885,1.1100097549655954,0.02408378564723383,-1.0013484326363287,-2,0.9632542446176533,0.0,0.0
2018-09-12,95.97,88.65,1.0825719120135362,1.0843040388867125,1.1101152066111875,0.02394690166814862,-1.0778499900388372,-2,0.9632542446176533,0.0,0.0
2018-09-13,95.12,88.08,1.0799273387829247,1.0832553032229555,1.1099149620268436,0.024150807413869747,-1.1038827127815827,-2,0.9632542446176533,0.0,0.0
2018-09-14,94.59,87.94,1.0756197407323176,1.0823999861000926,1.1093580739014977,0.024553368148661093,-1.0979384839662052,-2,0.9632542446176533,0.0,0.0
2018-09-17,94.82,87.28,1.0863886342804765,1.0825591828195087,1.1090314016779874,0.024728713412263962,-1.0705053035775847,-2,0.9632542446176533,0.0,0.0
2018-09-18,95.43,87.68,1.088389598540146,1.08257944486988,1.1085801359128182,0.024856030932949556,-1.046051604661921,-2,0.9632542446176533,0.0,0.0
2018-09-19,95.24,87.16,1.0927030748049564,1.0846056774281643,1.108036431303243,0.024840322638019594,-0.9432548126092566,0,0.9632542446176533,0.0,0.0
2018-09-20,95.75,87.38,1.095788509956512,1.0877779116628816,1.1075258275574416,0.02477070953498047,-0.7972285116287243,0,0.9632542446176533,0.0,0.0
2018-09-21,95.9,87.31,1.098385064711946,1.0923309764588074,1.1069930796116474,0.024614753447182443,-0.5956632141086229,0,0.9632542446176533,0.0,0.0
2018-09-24,94.92,87.24,1.0880330123796425,1.0926598520786406,1.1061983917227365,0.024440853506579114,-0.5539307226096474,0,0.9632542446176533,0.0,0.0
2018-09-25,95.1,87.31,1.089222311304547,1.0928263946315206,1.1055988126231793,0.024408123194696114,-0.5232855426767951,0,0.9632542446176533,0.0,0.0
2018-09-26,94.59,87.89,1.0762316532028673,1.0895321103111029,1.1050590370662705,0.024696621661968655,-0.6287065076223847,0,0.9632542446176533,0.0,0.0
2018-09-27,94.13,87.51,1.0756484973145926,1.0855041077827192,1.1046212068755743,0.02498442841389231,-0.7651605542524734,0,0.9632542446176533,0.0,0.0
2018-09-28,93.91,88.21,1.0646185239768735,1.0787507996357044,1.1039520468517183,0.025512510946443735,-0.9877995650415111,0,0.9632542446176533,0.0,0.0
2018-10-01,94.4,88.47,1.0670283711992767,1.0745498713996313,1.1033936209769066,0.02595150907176641,-1.1114478737059448,-2,0.9632542446176533,0.0,0.0
2018-10-02,95.15,86.62,1.0984761025167398,1.07640062964207,1.1032837748117192,0.025958254233954883,-1.035629935948639,-2,0.9632542446176533,0.0,0.0
