date,MSFT,AAPL,ratio,ins_ratio,long_mean,long_std,z_score,action,capital,holding1,holding2
2018-04-20,95.0,41.43,2.293024378469708,2.1970155762676535,2.1604710598653654,0.04960877840542852,0.7366542288872251,0,0.8521271152317863,0.0,0.0
2018-04-23,95.35,41.31,2.3081578310336477,2.23021220161906,2.1629694983925662,0.05314399165804096,1.2652926723903617,-2,0.8521271152317863,0.0,0.0
2018-04-24,93.12,40.74,2.2857142857142856,2.2561611628911815,2.164505345940541,0.05532975284449547,1.6565376174413762,1,0.8520071152317863,-0.0032216494845360823,0.0073637702503681875
2018-04-25,92.31,40.91,2.256416524077243,2.2736163075626807,2.1648335708536166,0.05582164673713072,1.94875542137501,1,0.8558684922568232,-0.0032216494845360823,0.0073637702503681875
2018-04-26,94.26,41.06,2.295664880662445,2.287795579991466,2.166063826451305,0.05787516036266178,2.103350604600594,2,0.8505696354821545,0.0,0.0
2018-04-27,95.82,40.58,2.3612617052735336,2.3014430453522308,2.1675897123339096,0.061732446220615814,2.168281693227641,2,0.8505696354821545,0.0,0.0
2018-04-30,93.52,41.32,2.2633107454017423,2.29247362822585,2.1678622136329175,0.062123593637904144,2.0058629466808915,2,0.8505696354821545,0.0,0.0
2018-05-01,95.0,42.28,2.2469252601702934,2.2847158231170512,2.1671931840999976,0.06102450644756304,1.9258269481956094,1,0.8504496354821545,-0.003157894736842105,0.007095553453169347
2018-05-02,93.51,44.14,2.1184866334390575,2.2571298449894144,2.165009815448044,0.06037021018828467,1.5259186485199094,1,0.8683526280629442,-0.003157894736842105,0.007095553453169347
2018-05-03,94.07,44.22,2.1273179556761646,2.2234604599921584,2.163120495801888,0.059732473611016565,1.0101701895556792,-2,0.8671518512865662,-0.003157894736842105,0.007095553453169347
2018-05-04,95.16,45.96,2.0704960835509136,2.165307335647634,2.1601883025925814,0.05989163460598344,0.08547158695416796,0,0.87593068565195,0.0,0.0
2018-05-07,96.22,46.29,2.0786346943184273,2.1283721254309715,2.158306477290791,0.060658643075220675,-0.49348864963396655,0,0.87593068565195,0.0,0.0
2018-05-08,95.81,46.51,2.059987099548484,2.0909844933066095,2.1550522128374,0.06060757219382115,-1.05709100714188,-2,0.87593068565195,0.0,0.0
2018-05-09,96.94,46.84,2.069598633646456,2.081206893348089,2.1530288075672996,0.061408275155648,-1.169580386961979,-2,0.87593068565195,0.0,0.0
2018-05-10,97.91,47.51,2.0608292990949275,2.0679091620318415,2.1509396844634665,0.06238585517649464,-1.3309190392072838,-2,0.87593068565195,0.0,0.0
2018-05-11,97.7,47.15,2.0721102863202545,2.06823200258571,2.1493013377377017,0.06315190030605478,-1.2837196467422713,-2,0.87593068565195,0.0,0.0
2018-05-14,98.03,47.04,2.083971088435374,2.069299281409099,2.1483270601172118,0.06370821068557493,-1.2404645783907788,-2,0.87593068565195,0.0,0.0
2018-05-15,97.32,46.61,2.087963956232568,2.074894652745916,2.147558532379327,0.06415957240009938,-1.1325493128333002,-2,0.87593068565195,0.0,0.0
2018-05-16,97.15,47.05,2.064824654622742,2.0739398569411733,2.146000830316397,0.06502343856761585,-1.108230738986367,-2,0.87593068565195,0.0,0.0
2018-05-17,96.18,46.75,2.0573262032085564,2.0732392377638993,2.1446376636541067,0.06601991279267198,-1.0814680430497692,-2,0.87593068565195,0.0,0.0
2018-05-18,96.36,46.58,2.068699012451696,2.072556982990187,2.1436688826072876,0.06670860119899198,-1.0660079560801086,-2,0.87593068565195,0.0,0.0
2018-05-21,97.6,46.91,2.0805798337241526,2.071878732047943,2.142618990136844,0.06720400178236421,-1.0526197281820937,-2,0.87593068565195,0.0,0.0
2018-05-22,97.5,46.79,2.083778585167771,2.0710416578349835,2.1418025149097564,0.06762200888643193,-1.046417553101868,-2,0.87593068565195,0.0,0.0
