date,JNJ,ABT,ratio,ins_ratio,long_mean,long_std,z_score,action,capital,holding1,holding2
2019-09-24,131.55,82.44,1.5957059679767105,1.575491858962532,1.5500849084700747,0.051551291966742976,0.4928479873762986,0,0.9746847358248718,0.0,0.0
2019-09-25,130.99,82.86,1.5808592807144581,1.5798272732115926,1.5489421303558133,0.05004991846414613,0.6170867766328971,0,0.9746847358248718,0.0,0.0
2019-09-26,128.85,82.66,1.5587950641180741,1.5789345979419718,1.5474490247440478,0.04834021659527294,0.6513328945448476,0,0.9746847358248718,0.0,0.0
2019-09-27,128.6,81.84,1.5713587487781036,1.578178829152486,1.5459760298906606,0.046157871170208385,0.6976664747617317,0,0.9746847358248718,0.0,0.0
2019-09-30,129.38,83.67,1.5463128959005616,1.5706063914975816,1.5443206891367052,0.04426547795949018,0.5938194632153748,0,0.9746847358248718,0.0,0.0
2019-10-01,129.99,81.84,1.5883431085043989,1.5691338196031193,1.5431811339799375,0.04215262386087554,0.615683752186778,0,0.9746847358248718,0.0,0.0
2019-10-02,132.0,79.53,1.6597510373443982,1.5849121709291074,1.543203996837988,0.04221648798748273,0.9879593514146873,0,0.9746847358248718,0.0,0.0
2019-10-03,131.19,81.07,1.6182311582582953,1.5967993897571515,1.5426095126285895,0.04086063500623964,1.3262123097276133,-2,0.9746847358248718,0.0,0.0
2019-10-04,133.66,81.99,1.6301988047322844,1.6085674009479878,1.5425535784406228,0.0407361370792211,1.6205223970791687,1,0.9745647358248718,-0.002244500972617088,0.003658982802780827
2019-10-07,133.16,81.04,1.6431391905231982,1.6279326598725148,1.5432670040977383,0.042116651760606395,2.0102655893925565,2,0.9720918723053684,0.0,0.0
2019-10-08,131.84,78.51,1.6792765252834034,1.646119343228316,1.54446617794016,0.04490360120342724,2.2638087494950723,2,0.9720918723053684,0.0,0.0
2019-10-09,129.22,79.5,1.6254088050314466,1.6392508967657258,1.545001089802116,0.0456798165686909,2.0632702590187035,2,0.9720918723053684,0.0,0.0
2019-10-10,129.06,80.14,1.6104317444472174,1.6376910140035101,1.5462158415130522,0.04644098813022463,1.969707712375831,1,0.9719718723053684,-0.002324500232450023,0.003743448964312453
2019-10-11,131.33,79.63,1.6492527941730506,1.641501811891663,1.5486217259738213,0.047978005692895176,1.9358888427410386,1,0.9647860978059075,-0.002324500232450023,0.003743448964312453
2019-10-14,130.72,79.82,1.6376847907792536,1.6404109319428741,1.5510926831013556,0.04869019529567615,1.8344196054077087,1,0.9669152982509214,-0.002324500232450023,0.003743448964312453
2019-10-15,132.84,81.98,1.620395218345938,1.6286346705553811,1.5537549984716532,0.048024040214449254,1.5592122559733836,1,0.9700732075210422,-0.002324500232450023,0.003743448964312453
2019-10-16,135.17,81.78,1.6528491073612128,1.6341227310213344,1.5571044518912374,0.04780620877516873,1.6110518090299084,1,0.9639084321865712,-0.002324500232450023,0.003743448964312453
2019-10-17,136.17,82.38,1.652949745083758,1.6426263311486426,1.5602377660194253,0.047824815454948884,1.722715798178617,1,0.9638300013327086,-0.002324500232450023,0.003743448964312453
2019-10-18,127.7,82.79,1.5424568184563352,1.6212671360052995,1.561112046327031,0.0469912580730805,1.280133627933854,-2,0.9850533323769284,-0.002324500232450023,0.003743448964312453
2019-10-21,128.02,81.65,1.5679118187385181,1.6073125415971525,1.5624139004759967,0.046054820419618024,0.9748955855667673,0,0.9799213134576894,0.0,0.0
2019-10-22,129.2,80.54,1.6041718400794633,1.6040678659438576,1.5641133953826476,0.045675108319003614,0.874753712288112,0,0.9799213134576894,0.0,0.0
