date,PEP,KO,ratio,ins_ratio,long_mean,long_std,z_score,action,capital,holding1,holding2
2010-11-02,65.8,30.93,2.1273844164241837,2.1210893335092726,2.2553349398799614,0.07285510398264462,-1.842638319515245,-1,0.9799668294852826,0.004576659038901602,-0.009721322099805573
2010-11-03,65.2,30.98,2.1045836023240803,2.1219406944969643,2.2514912443319406,0.07463179110859029,-1.7358627993595708,-1,0.9767347679569514,0.004576659038901602,-0.009721322099805573
2010-11-04,65.35,31.23,2.0925392251040664,2.1156853902201624,2.247436372268781,0.07655620385766006,-1.720970677877152,-1,0.9749909362878352,0.004576659038901602,-0.009721322099805573
2010-11-05,65.08,31.29,2.079897730904442,2.1057027707128584,2.2430947515660216,0.07855551888220848,-1.748979356360412,-1,0.9731719590213435,0.004576659038901602,-0.009721322099805573
2010-11-08,65.11,31.23,2.084854306756324,2.0978518563026194,2.2386364867228803,0.07983010791790535,-1.7635530515008095,-1,0.9738925381184989,0.004576659038901602,-0.009721322099805573
2010-11-09,65.3,31.32,2.0849297573435503,2.089360924486493,2.234355251588174,0.08108171582769244,-1.7882493682029403,-1,0.9738871843469077,0.004576659038901602,-0.009721322099805573
2010-11-10,65.25,31.28,2.085997442455243,2.085643692512725,2.2301874493995864,0.08218450194526641,-1.758771465003525,-1,0.9740472042789549,0.004576659038901602,-0.009721322099805573
2010-11-11,64.9,31.4,2.06687898089172,2.0805116436702553,2.2255236845634463,0.08339121132295185,-1.7389367367695157,-1,0.9712788149633627,0.004576659038901602,-0.009721322099805573
2010-11-12,64.64,31.46,2.0546726001271454,2.075466617514796,2.220778840537586,0.08488989768684685,-1.71177286087488,-1,0.9695056042872598,0.004576659038901602,-0.009721322099805573
2010-11-15,64.42,31.48,2.046378653113088,2.067771486786149,2.215825476920092,0.08626274658895972,-1.7163143533954137,-1,0.9683043128567054,0.004576659038901602,-0.009721322099805573
2010-11-16,64.04,31.04,2.0631443298969074,2.0634144012968205,2.211350304480724,0.08711262188706567,-1.698214334263642,-1,0.9708425641458373,0.004576659038901602,-0.009721322099805573
2010-11-17,63.94,31.26,2.045425463851567,2.0553000055760853,2.2066456636009715,0.08833610655513688,-1.7132932831992154,-1,0.9682462073799898,0.004576659038901602,-0.009721322099805573
2010-11-18,64.77,31.92,2.0291353383458643,2.0477512770669146,2.2016138037166035,0.08971781174027543,-1.7149607604686832,-1,0.9656287617964063,0.004576659038901602,-0.009721322099805573
2010-11-19,64.71,32.16,2.012126865671642,2.039242130175814,2.196395323510671,0.09149389519379603,-1.7176358379101262,-1,0.963021044950119,0.004576659038901602,-0.009721322099805573
2010-11-22,64.7,32.14,2.0130678282514003,2.032579965203476,2.1918885242569313,0.0937635077948554,-1.6990464926078228,-1,0.963169704801726,0.004576659038901602,-0.009721322099805573
2010-11-23,63.89,31.81,2.0084878968877713,2.021648678601649,2.1872063750941897,0.0958028336731918,-1.7281085552991131,-1,0.9626706472731515,0.004576659038901602,-0.009721322099805573
2010-11-24,64.33,32.31,1.9910244506344783,2.010768475958231,2.182105696945017,0.09797701025252696,-1.7487492274481506,-1,0.9598237162003654,0.004576659038901602,-0.009721322099805573
2010-11-26,63.98,32.1,1.9931464174454827,2.0035706917781546,2.177589284014096,0.10034885977701069,-1.7341362186140954,-1,0.9602633631777091,0.004576659038901602,-0.009721322099805573
2010-11-29,64.01,31.7,2.019242902208202,2.004993899085467,2.1735007972384213,0.10173343584430308,-1.6563570939532972,-1,0.9642891917887985,0.004576659038901602,-0.009721322099805573
2010-11-30,64.63,31.59,2.045900601456157,2.0115604537264185,2.1696271693196745,0.10209887468837392,-1.5481729458400701,-1,0.968196065823896,0.004576659038901602,-0.009721322099805573
2010-12-01,65.63,32.35,2.0287480680061822,2.0156124879501007,2.1655724152830897,0.10279155098037518,-1.4588740601999395,-2,0.9653845200669453,0.004576659038901602,-0.009721322099805573
2010-12-02,65.2,32.45,2.0092449922958395,2.0192565962823728,2.161352362941686,0.10393812551963102,-1.3671188117826436,-2,0.962444424470237,0.004576659038901602,-0.009721322099805573
2010-12-03,65.17,32.25,2.0207751937984497,2.024782351552966,2.157238924919516,0.10454477559287434,-1.2669841473702321,-2,0.9642513891190311,0.004576659038901602,-0.009721322099805573
2010-12-06,64.73,32.0,2.0228125,2.025496271111326,2.1531249432323434,0.10490232779962902,-1.2166428981899955,-2,0.9646679896668657,0.004576659038901602,-0.009721322099805573
2010-12-07,64.68,32.07,2.016838166510758,2.019683784122246,2.148690440356248,0.10494678805139016,-1.2292577851056332,-2,0.9637586641679342,0.004576659038901602,-0.009721322099805573
2010-12-08,64.63,32.2,2.0071428571428567,2.0153627419495805,2.1439599509382585,0.10482146500892933,-1.2268213287967622,-2,0.9622660593430143,0.004576659038901602,-0.009721322099805573
2010-12-09,64.72,32.42,1.9962985811227636,2.0127734597149654,2.1386271588008117,0.10404309567120776,-1.209630473544957,-2,0.9605392677945583,0.004576659038901602,-0.009721322099805573
2010-12-10,64.9,32.33,2.0074234457160536,2.0101031100984863,2.1334831499336318,0.10274337948319416,-1.2008563515795863,-2,0.9622379854105432,0.004576659038901602,-0.009721322099805573
2010-12-13,65.53,32.43,2.0206598828245452,2.0096725866633953,2.1288703351477216,0.10146303988370883,-1.1747898409208317,-2,0.9641491483950706,0.004576659038901602,-0.009721322099805573
2010-12-14,65.59,31.95,2.052895148669797,2.016883983095203,2.124629464939568,0.0991685126886037,-1.0864888352484767,-2,0.9690899825453114,0.004576659038901602,-0.009721322099805573
2010-12-15,65.24,32.37,2.0154464009885698,2.0185446918643457,2.120103697798439,0.09782026892469152,-1.038220473634968,-2,0.9634051965997774,0.004576659038901602,-0.009721322099805573
2010-12-16,65.75,32.67,2.012549739822467,2.0217949236042867,2.1154937209346745,0.09622326980072403,-0.9737644285466044,0,0.9626991938947138,0.0,0.0
2010-12-17,65.97,32.85,2.0082191780821916,2.021954070077514,2.111075305254934,0.09493103568372958,-0.9387997774967332,0,0.9626991938947138,0.0,0.0
2010-12-20,66.31,32.66,2.0303123086344153,2.023884555239488,2.107310068001479,0.09354644903428443,-0.8918084397988857,0,0.9626991938947138,0.0,0.0
2010-12-21,65.4,32.75,1.9969465648854963,2.012694838482628,2.1028393821943943,0.09227454241767248,-0.976916724265454,0,0.9626991938947138,0.0,0.0
2010-12-22,65.68,32.8,2.0024390243902443,2.010093363162963,2.0985483913149423,0.09082193380064374,-0.9739390524995866,0,0.9626991938947138,0.0,0.0
2010-12-23,65.69,32.79,2.003354681305276,2.0082543514595246,2.0940717408365837,0.08872532455275167,-0.9672254208102256,0,0.9626991938947138,0.0,0.0
2010-12-27,65.42,32.54,2.0104486785494777,2.008700251552982,2.0897346072835865,0.08627249635592772,-0.9392837712297929,0,0.9626991938947138,0.0,0.0
2010-12-28,65.28,32.68,1.9975520195838434,2.0021481937428676,2.0852508666988423,0.083883699627861,-0.9906891723260753,0,0.9626991938947138,0.0,0.0
2010-12-29,65.33,32.73,1.996028108768714,2.001964502519511,2.080661344236292,0.08101031622794269,-0.9714422234243338,0,0.9626991938947138,0.0,0.0
2010-12-30,65.12,32.75,1.9883969465648856,1.9991560869544394,2.0759423146888736,0.07788953511201979,-0.9858349728753829,0,0.9626991938947138,0.0,0.0
