date,CAT,DE,ratio,ins_ratio,long_mean,long_std,z_score
2020-01-03,148.44,175.55,0.8455710623753916,0.8479009134759823,0.8195452747830004,0.036257989157815924,0.7820521587549042
2020-01-06,148.34,176.81,0.838979695718568,0.8470147526253837,0.821567285113514,0.03377780148928132,0.7533784435302869
2020-01-07,146.38,173.74,0.8425233106941405,0.846111973331047,0.8234232060049003,0.031723359461252626,0.7152069551101348
2020-01-08,147.68,175.9,0.8395679363274587,0.8435534377753452,0.8248977247448026,0.030330108468205552,0.6150888992071689
2020-01-09,147.31,177.6,0.8294481981981983,0.8392180406627514,0.8260558656040956,0.029110631087164718,0.4521432400158163
2020-01-10,146.13,173.43,0.8425877875800034,0.8386213857036738,0.8274493583875189,0.02781771364343951,0.40161558420491394
2020-01-13,146.82,174.74,0.8402197550646674,0.8388693975728938,0.8287683878997137,0.026460466115114472,0.38173967265868636
2020-01-14,146.68,173.67,0.8445903149651639,0.8392827984270983,0.8300578206112763,0.02526876768752014,0.36507430555776826
2020-01-15,145.57,172.92,0.8418343742771224,0.8397360860170311,0.8315625195508536,0.023110593203327312,0.3536718592321001
2020-01-16,147.87,175.47,0.842708155240212,0.8423880774254338,0.8329441300257194,0.021142519192648156,0.44668032762142407
2020-01-17,147.78,176.2,0.838706015891033,0.8416117230876399,0.834201086794519,0.01907161896971072,0.38856881027721646
2020-01-21,145.85,172.56,0.8452132591562355,0.8426104239059533,0.8353984506375991,0.01736686508387407,0.4152720271346415
2020-01-22,142.63,171.16,0.8333138583781258,0.8403551325885458,0.836325343144858,0.015632752579165146,0.25777862364805765
2020-01-23,142.75,172.06,0.8296524468208765,0.8379187470972965,0.8366999734443941,0.015185260900621922,0.0802603037826334
2020-01-24,140.38,170.12,0.8251822243122501,0.8344135609117043,0.8369869976328882,0.01479046342917032,-0.1739929741557996
2020-01-27,135.73,163.28,0.8312714355707985,0.8329266448476572,0.8373127179291792,0.01443571768897203,-0.3038347781539554
2020-01-28,136.74,162.98,0.8389986501411217,0.8316837230446346,0.8378395795645424,0.013891615980059741,-0.4431346596928693
2020-01-29,135.78,160.16,0.8477772227772228,0.834576395924454,0.838780577762776,0.012532636142014006,-0.3354587008417238
2020-01-30,135.37,161.11,0.8402333809198683,0.8366925827442522,0.8391102486799867,0.012300368825504025,-0.19655231237633164
2020-01-31,131.35,158.58,0.8282885609786858,0.8373138500775393,0.8392429940058086,0.012136070252601917,-0.1589595221612747
2020-02-03,129.77,158.29,0.8198243729862911,0.8350244375606379,0.8392721482660652,0.012086356443166036,-0.3514467511695025
2020-02-04,133.51,164.43,0.8119564556346165,0.829615998659337,0.8390249449073511,0.01249092121546629,-0.7532627966914048
2020-02-05,137.44,168.35,0.8163944163944165,0.8233394373827755,0.8388580255313699,0.012727046666205905,-1.2193392980793323
2020-02-06,137.25,168.86,0.8128035058628449,0.8178534623713709,0.8385600918864661,0.013124766046888692,-1.5776760851294414
2020-02-07,133.37,167.45,0.7964765601672141,0.8114910622090766,0.8381157542444625,0.014072818898190712,-1.891923162516424
2020-02-10,134.32,168.24,0.7983832620066571,0.8072028400131499,0.8375948274709638,0.014943476064554212,-2.033796375523592
2020-02-11,136.19,170.26,0.7998942793374839,0.8047904047537233,0.8372179302632463,0.015601140976394945,-2.0785355095878524
2020-02-12,139.59,171.83,0.8123726939416865,0.8039860602631773,0.8370479518989031,0.015817482081037438,-2.0902120493224134
2020-02-13,139.72,170.76,0.8182244085265871,0.8050702407959257,0.8368047334593226,0.01599483576562575,-1.9840461714272175
2020-02-14,137.99,168.07,0.8210269530552746,0.809980319373538,0.836806241316592,0.015993318679462236,-1.6773205412021466
2020-02-18,136.58,166.3,0.8212868310282622,0.8145610331778588,0.8367521534202543,0.016040948891600952,-1.3834044601946731
2020-02-19,136.86,164.93,0.8298065846116535,0.8205434942326928,0.8368746635434723,0.01595776745541359,-1.0233993794187812
2020-02-20,136.93,165.83,0.8257251402038231,0.8232139834851202,0.8370633052929921,0.01575325342746554,-0.879140418304059
2020-02-21,137.21,177.43,0.7733190554021304,0.8142329128602288,0.8362787893786371,0.017654949530843022,-1.2487079886518142
2020-02-24,132.17,171.86,0.7690562085418362,0.8038387639575412,0.8352787532340789,0.019656746811893742,-1.5994502842919172
2020-02-25,129.0,166.65,0.774077407740774,0.7943968793000434,0.8343966675729229,0.021164128037198127,-1.8899804519503798
2020-02-26,128.25,166.92,0.7683321351545651,0.7821019894086259,0.8328394522617149,0.02251074972017358,-2.2539215034503863
2020-02-27,123.27,159.99,0.7704856553534595,0.771054092438553,0.8313270169133214,0.023593277414726974,-2.5546651876837556
2020-02-28,124.24,156.48,0.7939672801635992,0.7751837373908469,0.8301447364505229,0.02365944225961558,-2.3230048475609757
2020-03-02,127.6,163.92,0.7784285017081504,0.7770581960241097,0.8288412767185435,0.024320327060864566,-2.1292098812997162
2020-03-03,124.38,157.78,0.7883128406642159,0.779905282608798,0.8278494112031823,0.02474287208165347,-1.9376945585041567
2020-03-04,127.4,163.07,0.781259581774698,0.7824907719328246,0.8265865706361308,0.025158410648749494,-1.7527259300657794
2020-03-05,121.97,159.07,0.7667693468284403,0.7817475102278207,0.8249682226537172,0.025833455600671226,-1.6730519174048641
2020-03-06,121.41,164.04,0.7401243599122166,0.7709789261775442,0.8231255464604732,0.02783367149527666,-1.8735085054006713
2020-03-09,104.07,150.0,0.6938,0.7540532258359142,0.820673772868164,0.032353018066525456,-2.059175650792833
2020-03-10,106.49,154.99,0.6870765855861668,0.7338059748203043,0.8179824446982537,0.036451158067827935,-2.3092948026867806
2020-03-11,100.69,145.88,0.6902248423361668,0.7155990269325981,0.8154122458426246,0.03983405124036214,-2.5057260259004237
2020-03-12,92.26,130.39,0.707569598895621,0.7037590773460342,0.8131442029256675,0.04201336520552804,-2.6035792430462252
2020-03-13,99.64,138.96,0.7170408750719631,0.6991423803779836,0.8110788780058129,0.04363726151038569,-2.5651586225498675
2020-03-16,93.41,120.05,0.7780924614743857,0.7160008726728607,0.8100140668291282,0.043649907281222644,-2.1538005464838683
2020-03-17,100.2,126.71,0.790782100860232,0.7367419757276737,0.8089883342942696,0.0433609186385005,-1.6661630065754138
2020-03-18,100.12,114.21,0.8766307678837231,0.774023160837185,0.8096083400305119,0.04406384047990728,-0.8075823352155005
2020-03-19,103.01,119.66,0.860855757980946,0.8046803926542501,0.8098734853813443,0.044327165114274626,-0.11715372985632015
2020-03-20,95.5,111.63,0.8555047926184718,0.8323731761635518,0.8099930811109323,0.04444220854245088,0.503577472556122
2020-03-23,91.85,111.15,0.8263607737291947,0.8420268386145136,0.8096798007876987,0.044255987604214654,0.7309076031947885
2020-03-24,101.34,126.0,0.8042857142857143,0.8447275612996099,0.8089522209685858,0.04397426179979276,0.8135518111458722
2020-03-25,104.67,128.49,0.8146159234181648,0.8323245924064983,0.8084723113593626,0.04374837374003611,0.5452152619174359
2020-03-26,110.5,139.09,0.7944496369257316,0.8190433681954554,0.8075958518553609,0.04348866702614694,0.2632298739626096
2020-03-27,105.44,135.11,0.7804011546147582,0.8040226405947127,0.8063965275305074,0.04322466933565713,-0.05491972459894277
2020-03-30,111.71,141.23,0.790979253699639,0.7969463365888017,0.8053940953628154,0.04286571419246244,-0.19707495683109785
2020-03-31,116.04,138.16,0.8398957730167922,0.8040683483350172,0.8052995072068386,0.042781735768784745,-0.02877767462440738
2020-04-01,111.35,133.67,0.8330216204084686,0.8077494877330779,0.8052002059516704,0.04270908822940491,0.059689445199916265
2020-04-02,116.74,139.38,0.8375663653321854,0.8163728334143687,0.8051175901956378,0.042640406441737444,0.2639572217518557
2020-04-03,114.67,135.52,0.8461481700118063,0.8295222364937784,0.8052272607570435,0.042738862540284694,0.5684516220766286
2020-04-06,120.43,143.49,0.839291936720329,0.8391847730979162,0.8053913230657457,0.04285215918347972,0.7886055376457781
2020-04-07,121.92,142.82,0.853661952107548,0.8419380089160674,0.8055758924745382,0.04303852786339039,0.8448736108481001
2020-04-08,127.4,146.77,0.8680248007085917,0.8489386449760922,0.8060393099019368,0.043564361414154755,0.9847346243945322
2020-04-09,125.03,145.75,0.8578387650085764,0.8529931249113704,0.8062601174026605,0.04379602948894192,1.0670603717743303
2020-04-13,114.14,139.8,0.8164520743919885,0.8470539057874067,0.8058370790712416,0.04356858032295147,0.9460217985219161
2020-04-14,116.48,138.13,0.8432635922681533,0.8478482368969715,0.8058463363550405,0.04357660559980829,0.9638635218094124
2020-04-15,111.53,135.31,0.8242554134949376,0.8419669291744494,0.8056054929817723,0.04343160764801601,0.8372113804158958
2020-04-16,113.22,129.95,0.8712581762216237,0.8426136042770558,0.8060395749328622,0.043961108019037354,0.8319633192219642
2020-04-17,116.3,138.46,0.8399537772641917,0.8390366067281789,0.8061502402476299,0.044039218625403866,0.7467518159275107
2020-04-20,114.6,137.3,0.8346686088856518,0.8426799136269116,0.8062338429487095,0.04408932345535343,0.8266416406935542
2020-04-21,109.85,134.06,0.8194092197523496,0.8379090391237508,0.8061376262060446,0.04405355601572786,0.7211997348491758
2020-04-22,110.64,136.21,0.8122751633507084,0.8355129890949049,0.805821021669043,0.043937972215707485,0.6757700897094937
2020-04-23,112.91,137.11,0.8234993800598059,0.8259612298625415,0.805562700501021,0.043784902644958025,0.4658804320504637
2020-04-24,114.04,138.63,0.8226213662266465,0.8224947476550325,0.805143436225178,0.04349329375764306,0.39894222604847734
2020-04-27,115.2,139.7,0.8246241947029349,0.8204858648184891,0.8048832831215624,0.04332620932723628,0.3601187811996822
2020-04-28,115.46,141.56,0.8156258830178016,0.8197291974715795,0.804672238488881,0.043241025030600615,0.34821003831530334
2020-04-29,120.06,147.1,0.8161794697484704,0.8205100587511318,0.8046114901015842,0.04322193343575497,0.36783566550023156
2020-04-30,116.38,145.06,0.8022887081207776,0.8162679243633262,0.8044503609763535,0.04321210700312348,0.27347806451831896
2020-05-01,110.88,138.19,0.8023735436717563,0.8122183598523481,0.8042166797643091,0.043184323427402804,0.1852913152961783
2020-05-04,107.72,132.94,0.8102903565518279,0.8093515922221268,0.8041747939424587,0.0431770718158784,0.11989692820633412
2020-05-05,108.91,135.15,0.8058453570107288,0.8073954870207121,0.8043309405565174,0.04316569914478346,0.07099494563764008
2020-05-06,107.67,132.13,0.8148792855521079,0.8071354501814397,0.804605874282275,0.04317970622787697,0.05858251757932503
2020-05-07,107.29,136.0,0.7888970588235295,0.8044571203219901,0.8044225872737091,0.0432233628904794,0.000798944042566746
2020-05-08,112.11,137.0,0.8183211678832116,0.8076466451642812,0.8045217285060677,0.04324872163919535,0.07225454394428664
2020-05-11,108.61,134.89,0.8051745867002744,0.8066234911939704,0.8043042314756292,0.04321144072624584,0.05367235341756265
2020-05-12,105.0,130.05,0.8073817762399077,0.8069307750398063,0.8040768118620397,0.04315781184124627,0.06612854211109431
2020-05-13,104.48,125.82,0.8303926243840408,0.8100334428061927,0.8042285750846361,0.04323529669872656,0.13426223860579206
2020-05-14,106.19,126.8,0.8374605678233439,0.8197461446061556,0.8043561414714976,0.043323246262397114,0.35523660995865664
2020-05-15,107.92,126.01,0.8564399650821363,0.8273699040459407,0.8048680552194695,0.04375929607193921,0.5142187111391995
2020-05-18,115.02,137.9,0.834082668600435,0.8331515204259727,0.8058807821061079,0.04371989053413661,0.62376044374063
