date,CVX,XOM,ratio,ins_ratio,long_mean,long_std,z_score
2020-03-09,80.67,41.86,1.9271380793119923,1.917000018362696,1.7589749011327245,0.0784518214661407,2.014295070232043
2020-03-10,84.98,43.41,1.957613453121401,1.9405305062579317,1.7635106280582977,0.08192043680723989,2.16087566300659
2020-03-11,83.03,41.98,1.977846593616008,1.960174605599218,1.76832337789124,0.08586123933940273,2.234433478762229
2020-03-12,76.26,37.18,2.051102743410436,1.9824885488133348,1.7741103303025993,0.09286034766326187,2.243995674734865
2020-03-13,83.42,38.12,2.1883525708289615,2.0204106880577597,1.7821638255307013,0.10669997540063579,2.2328670801702803
2020-03-16,69.7,34.49,2.0208756161206147,2.039158195419484,1.787477309297273,0.11051359035547698,2.2773749844942754
2020-03-17,70.69,36.81,1.920402064656343,2.0317159177264728,1.7912053022979741,0.11117101210522165,2.163429214810593
2020-03-18,55.05,33.12,1.6621376811594204,1.968574135235155,1.7905341522032565,0.11183575064291841,1.5919773597296645
2020-03-19,57.39,34.43,1.6668602962532675,1.8917256458037215,1.7897954736025399,0.11251308287453343,0.9059406212773218
2020-03-20,59.39,32.74,1.8139890042761146,1.8168529324931524,1.7914968268321525,0.11208634670570271,0.22621939608376782
2020-03-23,54.22,31.45,1.7240063593004769,1.7574790811291243,1.7915860692577021,0.11202948215012243,-0.304446539196473
2020-03-24,66.55,35.44,1.877821670428894,1.7489630022836344,1.7942220390631058,0.11216909961034387,-0.4034893472149951
2020-03-25,69.27,37.29,1.8576025744167337,1.7880559809350973,1.7964941437814697,0.11204711252546931,-0.07530906112778464
2020-03-26,76.38,38.82,1.9675425038639875,1.8481924224572412,1.800537238477418,0.1137852516659076,0.4188168790077179
2020-03-27,68.78,36.95,1.8614343707713126,1.857681495756281,1.8027778256543605,0.11363615153956233,0.483153198679083
2020-03-30,71.95,37.5,1.9186666666666667,1.896613557229519,1.8062107045134737,0.11397928431824682,0.7931516087048542
2020-03-31,72.46,37.97,1.9083486963392151,1.902718962411583,1.809339801582893,0.11416619995193371,0.8179230005728889
2020-04-01,68.56,37.53,1.8268052224886757,1.8965594920259714,1.8114247660995604,0.11330630627567645,0.7513679399209836
2020-04-02,76.12,40.4,1.8841584158415843,1.879882674421491,1.8145967429216556,0.11262063952207471,0.5796977514680037
2020-04-03,75.11,39.21,1.9155827595001274,1.8907123521672538,1.8181876222225835,0.11234352388130203,0.6455621778545706
2020-04-06,80.39,40.47,1.9864096861872993,1.9042609560713804,1.823219622344054,0.11301321621890473,0.717096074589636
2020-04-07,80.92,41.24,1.962172647914646,1.9150257463864666,1.827853846834657,0.11291347242146962,0.7720239018637649
2020-04-08,85.98,43.85,1.960775370581528,1.9418197760050369,1.8326776579298316,0.11229464721405548,0.9719262741629981
2020-04-09,84.31,43.13,1.9547878506839786,1.955945662973516,1.8372468581387262,0.11157855851998456,1.0638137506815866
2020-04-13,84.91,42.76,1.9857343311506082,1.969975977303612,1.8423282459274064,0.11127735722401097,1.147113254309587
2020-04-14,84.61,42.43,1.9941079424935186,1.9715156285648558,1.8472552314457646,0.11134517606921646,1.1159926411346832
